,mt,ribo,hb,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection
ANO9,False,False,False,497,0.031065693430656936,0.030592921172372174,97.0978102189781,532.0,6.2785215,497,True,0.05527910141299569,1.412422306848668,1.2981172,2,True
PTDSS2,False,False,False,570,0.037138686131386864,0.036465658136900767,96.67153284671532,636.0,6.4567695,569,False,0.028527325344242564,0.9923761983282168,0.60158795,1,False
AC138230.1,False,False,False,38,0.002510948905109489,0.00250780174005367,99.77810218978102,43.0,3.7841897,38,True,0.0037160365774263765,1.3535590190499303,1.1998965,1,False
RNH1,False,False,False,5634,0.633985401459854,0.4910220621628052,67.1007299270073,10857.0,9.292658,5631,False,0.39094909514412,0.7329984582841165,-0.44881463,0,False
AC137894.3,False,False,False,51,0.002978102189781022,0.002973676428190918,99.7021897810219,51.0,3.9512436,51,False,0.0028901248332331517,0.5722409417475341,-0.0913146,0,False
HRAS,False,False,False,1409,0.09851094890510949,0.09395557993451256,91.77226277372263,1687.0,7.4312997,1409,False,0.07334588704399134,0.7189583617509284,0.14987409,0,False
LRRC56,False,False,False,91,0.005372262773722628,0.005357883646046219,99.46861313868614,92.0,4.5325994,91,False,0.0054787172698750625,0.5022433472508258,-0.20865305,0,False
LMNTD2,False,False,False,188,0.011036496350364964,0.010976038645293042,98.9021897810219,189.0,5.247024,188,False,0.0114307327568189,0.5724809464677032,-0.09173967,0,False
AP006284.1,False,False,False,62,0.0036204379562043794,0.003613899946261457,99.63795620437956,62.0,4.1431346,62,False,0.004938979609369497,0.8423241860715738,0.35464707,0,False
RASSF7,False,False,False,1694,0.11281751824817518,0.10689510399794995,90.1080291970803,1932.0,7.5668287,1694,False,0.1019863413722372,0.6797496175204465,0.085915715,0,False
MIR210HG,False,False,False,124,0.007883211678832117,0.0078523015069929,99.27591240875913,135.0,4.912655,124,False,0.004834311660108299,0.15961325944773463,-0.7769746,0,False
PHRF1,False,False,False,1756,0.11871532846715328,0.11218099881241098,89.74598540145986,2033.0,7.6177597,1756,False,0.11379146782756583,0.9324391273906996,0.503535,0,False
IRF7,False,False,False,1903,0.21448175182481752,0.19431744408975204,88.8875912408759,3673.0,8.209036,1901,True,0.15606151817733235,1.2100228933975894,0.9643337,1,False
CDHR5,False,False,False,13,0.0009343065693430657,0.0009338703766309747,99.92408759124088,16.0,2.8332133,13,False,0.0006467048403600102,0.1618074181490693,-0.7757175,0,False
SCT,False,False,False,138,0.05214598540145986,0.05083187408095924,99.19416058394161,893.0,6.795706,138,True,0.02166500626224607,1.663877243706948,1.7146503,2,True
DRD4,False,False,False,49,0.003678832116788321,0.003672081764459688,99.71386861313869,63.0,4.158883,49,False,0.002638779419770744,0.7385022557699341,0.18140547,0,False
DEAF1,False,False,False,1292,0.08910948905109489,0.08536037980702119,92.45547445255474,1526.0,7.3310604,1292,False,0.06727804288007704,0.6982135761820306,0.11615038,0,False
AC131934.1,False,False,False,12,0.0007007299270072992,0.0007004845304231261,99.92992700729927,12.0,2.5649493,12,False,0.0007729924424150982,0.38439986007460597,-0.40742603,0,False
EPS8L2,False,False,False,569,0.03614598540145986,0.035508046459722234,96.67737226277372,619.0,6.4297194,569,False,0.03446410385390308,0.6437761570412056,0.025953472,0,False
TMEM80,False,False,False,1052,0.06826277372262773,0.06603375308588375,93.85693430656934,1169.0,7.0647593,1052,False,0.06397912889344887,0.8507792887845076,0.36848938,0,False
TALDO1,False,False,False,7797,1.7114160583941607,0.9974710291926967,54.47007299270072,29308.0,10.28565,7795,False,0.6008541820041611,0.6865388287153937,-0.74001265,0,False
GATD1,False,False,False,1096,0.07462773722627737,0.07197431065476848,93.6,1278.0,7.153834,1096,False,0.06496610695080152,0.9724016555108163,0.56956476,0,False
AP006621.3,False,False,False,471,0.03007299270072993,0.02962966643035626,97.24963503649636,515.0,6.2461066,471,False,0.03630897275791656,1.0763478537002356,0.741944,0,False
CEND1,False,False,False,10,0.0005839416058394161,0.0005837711782831674,99.94160583941606,10.0,2.3978953,10,False,0.0005827889649044437,0.2690746661626813,-0.59634846,0,False
SLC25A22,False,False,False,523,0.032817518248175186,0.03229052230436763,96.94598540145985,562.0,6.3332796,523,False,0.030988171625613792,0.6586029322389935,0.050526265,0,False
PANO1,False,False,False,124,0.0075912408759124085,0.0075625724016777475,99.27591240875913,130.0,4.8751974,124,True,0.009134580984017199,1.3396785562876323,1.1805438,1,False
PIDD1,False,False,False,753,0.04986861313868613,0.04866502599586891,95.6029197080292,854.0,6.7511015,753,False,0.046192935381039475,1.039231773251832,0.6802772,0,False
RPLP2,False,True,False,14666,21.705693430656936,3.122615704962518,14.359124087591246,371710.0,12.825872,14638,False,2.8433405723328407,2.3956081457661473,-0.7890975,0,False
PNPLA2,False,False,False,3068,0.21816058394160584,0.19734200291386025,82.08467153284671,3736.0,8.226038,3066,False,0.2037587458108132,0.9021409297506828,0.4538764,0,False
AP006621.1,False,False,False,12,0.0007007299270072992,0.0007004845304231261,99.92992700729927,12.0,2.5649493,12,False,0.0007753947709817645,0.5657518183790217,-0.10107719,0,False
CRACR2B,False,False,False,115,0.007182481751824818,0.007156810578297663,99.32846715328468,123.0,4.8202815,115,False,0.006229351951173155,0.8959735087269075,0.44099972,1,False
CD151,False,False,False,1211,0.09097810218978102,0.0870746353294114,92.92846715328467,1558.0,7.3518,1211,False,0.054058611543485444,0.5601939679254326,-0.112412624,0,False
POLR2L,False,False,False,6909,0.9675328467153285,0.6767803958157234,59.65547445255475,16569.0,9.715349,6908,False,0.47846144999356277,0.5601070242809809,-0.8045965,0,False
TSPAN4,False,False,False,730,0.05512408759124088,0.05365837858140473,95.73722627737227,944.0,6.851185,730,False,0.03476640728444903,0.8065285896393424,0.29430708,0,False
AP006623.1,False,False,False,135,0.00835036496350365,0.008315693544942087,99.21167883211679,143.0,4.9698133,135,False,0.007024655217007873,0.9231855622144967,0.48947152,0,False
CHID1,False,False,False,2413,0.21856934306569342,0.1976775010118573,85.9094890510949,3743.0,8.22791,2413,False,0.10780151411914966,0.3826184003960837,-0.40592247,0,False
AP2A2,False,False,False,2266,0.15924087591240876,0.1477653735769054,86.76788321167884,2727.0,7.911324,2265,False,0.15983259269241712,1.0635598020643862,0.72079885,0,False
TOLLIP,False,False,False,2054,0.1463941605839416,0.13662150382026664,88.0058394160584,2507.0,7.827241,2053,False,0.08992576388937458,0.43815041041272745,-0.31453806,0,False
TOLLIP-AS1,False,False,False,135,0.008291970802919707,0.008257781282004228,99.21167883211679,142.0,4.962845,135,False,0.007396810504955751,1.113276654416313,0.80249,0,False
AC136297.1,False,False,False,23,0.0015182481751824818,0.0015170968016549387,99.86569343065693,26.0,3.295837,23,False,0.0009608364283695698,0.04074876268478031,-0.9710868,0,False
BRSK2,False,False,False,17,0.0009927007299270073,0.000992208328402034,99.9007299270073,17.0,2.8903718,17,False,0.0014727169240862262,0.8907753814743989,0.4323639,1,False
AC091196.1,False,False,False,12,0.0007591240875912409,0.0007588360986380783,99.92992700729927,13.0,2.6390574,12,True,0.002057829896764776,1.67431768767948,1.7299594,2,True
MOB2,False,False,False,2988,0.20496350364963503,0.18644927905625613,82.55182481751825,3510.0,8.163656,2988,False,0.157243373687953,0.5848800729861845,-0.07180686,0,False
DUSP8,False,False,False,253,0.015766423357664233,0.015643424455616367,98.52262773722627,270.0,5.602119,253,False,0.02364086761382081,1.1320231271962609,0.8345297,0,False
KRTAP5-AS1,False,False,False,40,0.0023357664233576644,0.0023330427613663914,99.76642335766424,40.0,3.713572,40,False,0.0033791387336252646,1.0386329195481698,0.67720187,1,False
KRTAP5-2,False,False,False,4,0.00029197080291970805,0.00029192818773955307,99.97664233576641,5.0,1.7917595,4,False,0.00019373129464929562,-0.03085569291247794,-0.5317443,0,False
IFITM10,False,False,False,56,0.00327007299270073,0.003264737931540958,99.67299270072992,56.0,4.0430512,56,False,0.002972802399395234,0.9792471522171349,0.57823825,1,False
CTSD,False,False,False,4962,0.751065693430657,0.5602245702645119,71.02481751824817,12862.0,9.4621105,4960,False,0.4716340872489267,1.3233476723302062,0.7492055,0,False
AC068580.3,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.0004885341551666161,0.582071537554286,-0.07457498,0,False
AC068580.1,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,6.539181684107304e-05,-1.291849357256593,-3.1750438,0,False
TNNI2,False,False,False,477,0.04508029197080292,0.044093716886982305,97.21459854014599,772.0,6.650279,477,False,0.030229745406107476,0.7690335173948755,0.23429331,0,False
LSP1,False,False,False,6662,0.8506861313868613,0.6155564521613037,61.09781021897811,14568.0,9.586651,6659,False,0.5763223714274216,1.0193301043254508,-0.120257914,0,False
AC051649.1,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.0006958811966218959,0.563850289208932,-0.097920455,1,False
PRR33,False,False,False,52,0.0030364963503649637,0.003031895506599351,99.69635036496351,52.0,3.9702919,52,False,0.004647477559358968,1.0355979934990098,0.6750722,0,False
LINC01150,False,False,False,82,0.005956204379562044,0.0059385363159431305,99.52116788321167,102.0,4.634729,82,False,0.0017843926761310547,-0.5950248997017398,-2.0243616,0,False
TNNT3,False,False,False,112,0.007124087591240876,0.007098831160974564,99.34598540145986,122.0,4.8121843,112,False,0.007009596597106458,0.9894734291181986,0.5976846,0,False
MRPL23,False,False,False,2862,0.2524963503649635,0.22513864009236878,83.28759124087591,4324.0,8.372168,2862,False,0.13351168270527203,0.19116743535950054,-0.72342443,0,False
LINC01219,False,False,False,9,0.0005255474452554744,0.0005254093935632255,99.94744525547445,9.0,2.3025851,9,False,0.0005244278802246123,0.23014886869381154,-0.6592624,0,False
H19,False,False,False,4,0.0005255474452554744,0.0005254093935632255,99.97664233576641,9.0,2.3025851,4,False,0.00031475503240302195,0.5019678146963658,0.27425477,0,False
IGF2,False,False,False,38,0.0027445255474452556,0.0027407662140251795,99.77810218978102,47.0,3.871201,38,False,0.0037424741512291563,0.8095078096173409,0.299272,0,False
IGF2-AS,False,False,False,5,0.0003503649635036496,0.0003503036000324793,99.97080291970802,6.0,1.9459102,5,False,0.0007682145469775428,0.9723492802446074,0.5672808,1,False
ASCL2,False,False,False,642,0.0494014598540146,0.048219963401596094,96.25109489051094,846.0,6.7417006,642,False,0.0509210985162946,0.9087331662411023,0.46340033,0,False
C11orf21,False,False,False,1838,0.13249635036496352,0.12442435573406553,89.26715328467154,2269.0,7.7275352,1838,False,0.1298691979628068,1.116998074504547,0.8090081,0,False
TSPAN32,False,False,False,2027,0.14592700729927008,0.1362139228078992,88.16350364963503,2499.0,7.824046,2027,False,0.151893027722541,1.1078978751744977,0.7942629,0,False
CD81-AS1,False,False,False,12,0.0007007299270072992,0.0007004845304231261,99.92992700729927,12.0,2.5649493,12,False,0.0008572527385096221,0.6102560234963015,-0.033568945,1,False
CD81,False,False,False,6050,0.7555620437956204,0.5627890585228205,64.67153284671532,12939.0,9.468079,6050,False,0.5240989321710579,0.9987648898105727,0.07633383,0,False
TSSC4,False,False,False,2947,0.20735766423357666,0.1884342231855039,82.79124087591241,3551.0,8.175266,2947,False,0.15219773200356543,0.5613007642839505,-0.110821195,0,False
TRPM5,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.0006079968425854161,0.7818489831278019,0.2543636,0,False
KCNQ1,False,False,False,892,0.061138686131386864,0.059342563748867885,94.79124087591241,1047.0,6.954639,892,False,0.05448771622517794,0.7393022396198974,0.18482634,0,False
KCNQ1OT1,False,False,False,3164,0.32286131386861316,0.27979705263023286,81.52408759124089,5529.0,8.617943,3164,True,0.3381456165491713,1.6573999554316852,1.4186553,2,True
KCNQ1DN,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.0002136405540241572,0.2685338264750274,-0.59783286,0,False
CDKN1C,False,False,False,672,0.07497810218978102,0.07230029131613605,96.07591240875912,1284.0,7.158514,672,True,0.06615679778598832,1.3620150310569632,1.2156754,1,False
SLC22A18AS,False,False,False,56,0.003562043795620438,0.0035557147427422923,99.67299270072992,61.0,4.1271343,56,False,0.0025972776525943295,0.25111182618987105,-0.625115,0,False
SLC22A18,False,False,False,627,0.04035036496350365,0.03955754580677751,96.33868613138686,691.0,6.539586,627,False,0.0502722646826562,1.0969670294147087,0.7757139,0,False
PHLDA2,False,False,False,203,0.0152992700729927,0.01518341639736373,98.81459854014598,262.0,5.572154,203,False,0.011973500310762187,0.521319457460474,-0.17578433,0,False
NAP1L4,False,False,False,7110,0.7968467153284672,0.5860333038450947,58.48175182481752,13646.0,9.521275,7109,False,0.4715605048056202,0.7626646067019316,-0.39407593,0,False
AC131971.1,False,False,False,32,0.0018686131386861315,0.001866869452999841,99.81313868613138,32.0,3.4965076,32,False,0.002176958836174866,1.0971413305466196,0.77878124,1,False
CARS,False,False,False,2081,0.16449635036496352,0.15228867625831222,87.84817518248175,2817.0,7.943783,2081,False,0.12710761093924514,0.619840833493122,-0.013780141,0,False
CARS-AS1,False,False,False,10,0.0005839416058394161,0.0005837711782831674,99.94160583941606,10.0,2.3978953,10,False,0.0006301246268389129,0.30379038884400267,-0.53690064,0,False
OSBPL5,False,False,False,558,0.036613138686131384,0.035958801482003803,96.74160583941605,627.0,6.44254,558,False,0.04835088611776296,1.1259903600614853,0.8244644,0,False
MRGPRE,False,False,False,38,0.002394160583941606,0.0023912991477392214,99.77810218978102,41.0,3.7376697,38,False,0.0013571669681876233,-0.04388613593750246,-1.1191016,1,False
ZNF195,False,False,False,1462,0.0990948905109489,0.09448701428830711,91.46277372262773,1697.0,7.4372063,1462,False,0.09859201221128308,0.9686760137091501,0.56389666,0,False
AC127526.1,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00012174307775823634,-0.9010718917054632,-2.5368931,0,False
AC127526.5,False,False,False,67,0.004029197080291971,0.004021101603963348,99.60875912408758,69.0,4.248495,67,False,0.0021797309744198187,0.5831100711845109,-0.07354717,0,False
AC127526.2,False,False,False,57,0.0035036496350364962,0.003497526153508219,99.66715328467153,60.0,4.1108737,57,False,0.0014661060430113991,0.4130175562725001,-0.35408777,0,False
AC127526.4,False,False,False,130,0.008058394160583942,0.008026098686122835,99.24087591240875,138.0,4.934474,130,False,0.004701260973002955,0.4664252145028302,-0.2667178,0,False
CHRNA10,False,False,False,90,0.005372262773722628,0.005357883646046219,99.47445255474453,92.0,4.5325994,90,False,0.005943281652671153,0.8085324346055389,0.29737484,0,False
NUP98,False,False,False,2635,0.19906569343065694,0.18154266472848404,84.61313868613138,3409.0,8.134467,2635,False,0.1589251076802991,0.9022190598187341,0.4534329,0,False
PGAP2,False,False,False,772,0.05027737226277372,0.04905429334403473,95.49197080291971,861.0,6.7592554,772,False,0.0381168776024619,0.5414787627397915,-0.14357524,0,False
RHOG,False,False,False,4506,0.4703065693430657,0.3854709296205112,73.68759124087592,8054.0,8.994048,4506,False,0.3008412160490828,0.6250979537048891,-0.346415,0,False
AC090587.1,False,False,False,24,0.0014014598540145985,0.0014004787257210242,99.85985401459854,24.0,3.218876,24,False,0.0009857054283003096,0.18709857718412765,-0.7296405,0,False
STIM1,False,False,False,2028,0.1372846715328467,0.12864355417216547,88.15766423357664,2351.0,7.7630215,2027,False,0.1373430386581598,0.8890690822186806,0.43163905,0,False
AC090587.2,False,False,False,21,0.0012262773722627738,0.00122552610827521,99.87737226277372,21.0,3.0910425,21,False,0.0015345119623969422,0.7880730725020961,0.26385903,0,False
RRM1,False,False,False,1797,0.29465693430656936,0.258245744461784,89.50656934306569,5046.0,8.526549,1797,False,0.10414964892163633,0.621106907332658,-0.011459606,0,False
LINC02749,False,False,False,9,0.0005839416058394161,0.0005837711782831674,99.94744525547445,10.0,2.3978953,9,False,8.314598608362506e-05,-1.8561723149784108,-4.111779,0,False
TRIM21,False,False,False,1079,0.07018978102189781,0.06783599818745059,93.6992700729927,1202.0,7.0925736,1079,False,0.05157312056870364,0.510441331770968,-0.19527063,0,False
OR52K2,False,False,False,23,0.00145985401459854,0.0014587894636599347,99.86569343065693,25.0,3.2580965,23,False,0.0011886025222367148,-0.06782822405560801,-1.1502529,0,False
OR52K1,False,False,False,37,0.002394160583941606,0.0023912991477392214,99.78394160583942,41.0,3.7376697,37,False,0.0025172286612418723,0.5101388385372343,-0.19357044,0,False
OR52I1,False,False,False,41,0.0024525547445255476,0.002449552140503197,99.76058394160584,42.0,3.7612002,41,False,0.0037266047165835773,1.072660206606699,0.7356125,0,False
TRIM68,False,False,False,308,0.019036496350364963,0.018857569448445147,98.2014598540146,326.0,5.7899604,308,False,0.017165482154920343,0.7948729820117684,0.27657485,0,False
OR52A5,False,False,False,44,0.003386861313868613,0.003381138816319109,99.74306569343065,58.0,4.0775375,44,False,0.0011565039269021396,-0.07985310716661331,-1.1673251,0,False
OR52A1,False,False,False,10,0.0005839416058394161,0.0005837711782831674,99.94160583941606,10.0,2.3978953,10,False,0.000591422121993572,0.2372860456792097,-0.64659506,0,False
AC104389.2,False,False,False,80,0.004788321167883212,0.004776893622731603,99.53284671532847,82.0,4.4188404,80,False,0.0021728119999300253,-0.20943872777870176,-1.3879837,0,False
HBB,False,False,True,17116,1602.8944233576642,7.380189965410836,0.05255474452554587,2.7449562e+07,17.127861,17032,True,6.416502754048583,7.847015833572792,1.0,1,False
HBD,False,False,True,8890,47.100262773722626,3.8732876401679492,48.087591240875916,806592.0,13.6005745,8872,True,2.855963455868465,4.505808637685508,3.18237,2,True
BGLT3,False,False,False,11,0.0008759124087591241,0.0008755290213447437,99.93576642335766,15.0,2.7725887,11,False,0.0001864532181902573,-1.1579383962550074,-2.9567525,0,False
HBG1,False,False,True,801,2.3136350364963505,1.1980457851475705,95.32262773722627,39621.0,10.58714,797,True,0.5094695403166718,5.380181896470111,7.638766,2,True
HBG2,False,False,True,896,5.102890510948905,1.808762513199711,94.76788321167882,87387.0,11.378114,893,True,0.7769362733545815,5.494523895216654,5.6296988,2,True
AC104389.5,False,False,False,92,0.006014598540145986,0.00599658304357516,99.46277372262774,103.0,4.644391,92,False,0.005355311016148024,0.737892887434142,0.17978719,0,False
OR51B5,False,False,False,11,0.0006423357664233577,0.0006421295571039668,99.93576642335766,11.0,2.4849067,11,False,0.0002106225991868658,-0.899579597755807,-2.5295906,0,False
OR51M1,False,False,False,29,0.0018686131386861315,0.001866869452999841,99.83065693430657,32.0,3.4965076,29,False,0.0019981372127067017,0.5620304550192852,-0.1102229,0,False
UBQLNL,False,False,False,20,0.0012262773722627738,0.00122552610827521,99.88321167883211,21.0,3.0910425,20,True,0.002296340122864478,1.410613171945481,1.2977102,1,False
OR52H1,False,False,False,6,0.00040875912408759124,0.00040867560483555794,99.96496350364964,7.0,2.0794415,6,False,0.0005982316618461724,0.9341507248538321,0.5014959,1,False
TRIM6,False,False,False,43,0.00327007299270073,0.003264737931540958,99.74890510948904,56.0,4.0430512,43,False,0.0009634540916807013,-0.5308973457900299,-1.9171346,0,False
TRIM34,False,False,False,843,0.056875912408759124,0.05531730397844539,95.07737226277372,974.0,6.8824377,843,False,0.0484158892107653,0.575918017558988,-0.08654331,0,False
TRIM5,False,False,False,1124,0.07807299270072993,0.07517518141967079,93.43649635036496,1337.0,7.198931,1124,False,0.062183064557162784,0.7508414559820193,0.20266758,0,False
TRIM22,False,False,False,4447,0.38423357664233576,0.32514661220579266,74.03211678832116,6580.0,8.791942,4446,False,0.3621458042275609,0.9577283009644122,0.00039643486,0,False
OR56B1,False,False,False,20,0.0011678832116788322,0.0011672017665946828,99.88321167883211,20.0,3.0445225,20,False,0.001393299326421943,0.5329301367989326,-0.15738836,0,False
OR52N4,False,False,False,16,0.0009343065693430657,0.0009338703766309747,99.9065693430657,16.0,2.8332133,16,False,0.0013642979983282337,0.35054977511033775,-0.45782325,0,False
OR52N1,False,False,False,15,0.0008759124087591241,0.0008755290213447437,99.91240875912408,15.0,2.7725887,15,False,0.0008753645606114815,0.7651965353349375,0.22653787,0,False
AC022762.2,False,False,False,27,0.001635036496350365,0.0016337012793989976,99.84233576642336,28.0,3.3672957,27,False,0.0019088332108938312,1.02532726906109,0.65625703,1,False
FAM160A2,False,False,False,966,0.06318248175182482,0.06126675137353881,94.35912408759124,1082.0,6.98749,966,False,0.06981154617955207,1.082846720206011,0.7524668,0,False
CAVIN3,False,False,False,102,0.008642335766423358,0.008605204562858397,99.4043795620438,148.0,5.0039463,102,False,0.004432855982857225,0.21110401319324185,-0.68859404,0,False
AC068733.3,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00014636467360009417,0.04442974025078765,-0.9671295,0,False
SMPD1,False,False,False,912,0.056875912408759124,0.05531730397844539,94.67445255474452,974.0,6.8824377,911,False,0.06319079244480179,0.8755896332391657,0.4093178,0,False
APBB1,False,False,False,908,0.05827737226277372,0.0566424656764249,94.6978102189781,998.0,6.906755,908,False,0.06790393261586716,0.867106719783932,0.3953407,0,False
HPX,False,False,False,11,0.0006423357664233577,0.0006421295571039668,99.93576642335766,11.0,2.4849067,11,True,0.0010772589135786695,1.2478142514939665,1.0232134,1,False
TRIM3,False,False,False,178,0.010978102189781022,0.010918280248650075,98.96058394160583,188.0,5.241747,178,False,0.012977691455117533,0.7941480720403309,0.27539313,0,False
ARFIP2,False,False,False,1535,0.10271532846715328,0.09777561853575133,91.03649635036496,1759.0,7.473069,1535,False,0.07931850678580554,0.6042367740232986,-0.03950395,0,False
TIMM10B,False,False,False,1984,0.13594160583941606,0.12746191566739098,88.41459854014599,2328.0,7.7531943,1983,False,0.12242020690985923,0.7976702948445464,0.28032506,0,False
DNHD1,False,False,False,508,0.03445255474452555,0.033872354169146336,97.03357664233576,590.0,6.381816,508,True,0.041813348831547054,1.1785293342433774,0.9099751,1,False
RRP8,False,False,False,1581,0.1101897810218978,0.104530974603474,90.76788321167884,1887.0,7.5432734,1580,False,0.08646687474114818,0.7920088420677354,0.27193463,0,False
ILK,False,False,False,2734,0.23532846715328468,0.2113369000237418,84.03503649635037,4030.0,8.30177,2734,False,0.1457634696490665,0.6255890382581568,-0.0039791204,0,False
TAF10,False,False,False,6136,0.6122043795620438,0.47760242237654055,64.16934306569343,10484.0,9.257701,6136,False,0.3711888634023263,0.5106629384164376,-0.906499,0,False
TPP1,False,False,False,3116,0.3128759124087591,0.2722200839305764,81.80437956204379,5358.0,8.586533,3114,False,0.21436829371856755,0.7575904017031155,0.2145137,0,False
AC091564.6,False,False,False,9,0.0005255474452554744,0.0005254093935632255,99.94744525547445,9.0,2.3025851,9,False,0.0006208973269811241,0.6921647790587128,0.102705486,1,False
DCHS1,False,False,False,175,0.01056934306569343,0.010513878036258093,98.97810218978103,181.0,5.2040067,175,True,0.013826782600874925,1.188220050526283,0.9262952,1,False
AC091564.4,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00039653545660648884,0.45879184027614994,-0.2860229,1,False
AC091564.5,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00017263446877883662,0.054622599203007306,-0.46848768,0,False
MRPL17,False,False,False,1680,0.15334306569343065,0.1426647388284317,90.1897810218978,2626.0,7.8735976,1680,False,0.0746872892746745,0.3137530440257492,-0.5201763,0,False
OR2AG2,False,False,False,11,0.0006423357664233577,0.0006421295571039668,99.93576642335766,11.0,2.4849067,11,False,0.00040198216658708316,0.19859745607780166,-0.70944154,0,False
OR2AG1,False,False,False,6,0.00040875912408759124,0.00040867560483555794,99.96496350364964,7.0,2.0794415,6,False,0.00038703531634327914,0.26538341841610114,-0.11855434,0,False
OR6A2,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,2.6061432905515627e-05,-0.8259384936342826,-1.9305131,0,False
AC087280.2,False,False,False,10,0.0005839416058394161,0.0005837711782831674,99.94160583941606,10.0,2.3978953,10,False,0.0004576801624101097,-0.39573802104124206,-1.688397,0,False
ZNF215,False,False,False,67,0.004554744525547445,0.0045444030666131905,99.60875912408758,78.0,4.3694477,67,False,0.0024054157552851514,0.48945697932468946,-0.22834711,0,False
ZNF214,False,False,False,13,0.0009343065693430657,0.0009338703766309747,99.92408759124088,16.0,2.8332133,13,False,0.0003257361114371158,-0.6759006184271628,-2.1546388,0,False
NLRP14,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00018138955656670647,0.2938209154861169,-0.0713386,0,False
AC107884.1,False,False,False,144,0.0087007299270073,0.008663096709804835,99.15912408759124,149.0,5.0106354,144,True,0.0138687503293544,1.2837168226264724,1.0835586,1,False
OLFML1,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.0004479840167190207,0.4733994422415906,-0.25379232,0,False
PPFIBP2,False,False,False,340,0.021372262773722627,0.021147078776637105,98.01459854014598,366.0,5.9053617,340,False,0.020371127004523953,0.6381422287925393,0.017385604,0,False
CYB5R2,False,False,False,20,0.0012846715328467154,0.0012838470484252955,99.88321167883211,22.0,3.1354942,20,False,0.0013236766521872718,0.46341934196576573,-0.27037933,0,False
AC044810.2,False,False,False,4,0.00023357664233576643,0.00023354936755892855,99.97664233576641,4.0,1.609438,4,False,0.0005406361423332619,0.8546201204595016,0.3792081,1,False
NLRP10,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00023129383782972455,0.2703069512956659,-0.03472405,0,False
EIF3F,False,False,False,8763,1.4445547445255476,0.8938629977645466,48.829197080291976,24738.0,10.116137,8763,False,0.7080445084247629,0.6036331269393396,-1.0390161,0,False
TUB,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.0005443422646554481,0.7609840428934205,0.7750591,1,False
RIC3,False,False,False,1708,0.11865693430656934,0.112128799934675,90.02627737226277,2032.0,7.6172676,1708,False,0.1462976971428916,1.0222491181751212,0.65223783,0,False
STK33,False,False,False,164,0.011036496350364964,0.010976038645293042,99.04233576642336,189.0,5.247024,164,False,0.009079046336515096,0.8033583024919999,0.28963092,0,False
TRIM66,False,False,False,474,0.03083211678832117,0.03036635645885699,97.23211678832116,528.0,6.2709885,474,False,0.03691974997746983,1.10181697017801,0.7831673,1,False
RPL27A,False,True,False,13938,19.614598540145984,3.0259994918070268,18.61021897810219,335900.0,12.724572,13927,False,2.7006251415885867,2.3209157443334436,-0.013711428,0,False
ST5,False,False,False,22,0.0014014598540145985,0.0014004787257210242,99.87153284671533,24.0,3.218876,22,True,0.0016641298104309696,1.2544263022926696,1.0377032,1,False
AC091053.1,False,False,False,7,0.00040875912408759124,0.00040867560483555794,99.95912408759125,7.0,2.0794415,7,False,0.000536965337674793,0.9368352871028519,0.5124541,1,False
AKIP1,False,False,False,967,0.07281751824817519,0.07028838231525802,94.35328467153285,1247.0,7.1292977,967,False,0.03762687588252396,0.42016987573333786,-0.34370664,0,False
TMEM9B,False,False,False,3203,0.2491094890510949,0.22243088867137917,81.2963503649635,4266.0,8.358666,3203,False,0.15056735578109692,0.35341125330059675,-0.45512187,0,False
TMEM9B-AS1,False,False,False,329,0.020613138686131387,0.020403563057063565,98.07883211678832,353.0,5.869297,329,False,0.024675050133236807,1.1288636703707502,0.82893056,0,False
NRIP3,False,False,False,115,0.007416058394160584,0.007388694637307715,99.32846715328468,127.0,4.8520303,115,False,0.00544445951591804,1.0321372430546842,0.66769165,0,False
